,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2018-04-10,173.0,174.0,171.53,173.25,28634708,202125,173.030776,92.39,93.28,91.64,92.88,26959695,198541,92.585893,1431.0,1438.38,1415.7,1436.22,4352144,83651,1428.672168,298.97,307.1,293.68,304.7,11024269,109950,302.603859,1030.26,1041.21,1015.41,1036.5,1836678,49360,1028.640102
2018-04-11,172.08,173.9232,171.7,172.44,22431883,157149,172.739398,92.04,93.29,91.48,91.86,24872110,175983,92.226605,1438.65,1448.7758,1424.89,1427.05,3582533,75188,1436.646109,300.11,308.98,299.66,300.93,7487945,74460,304.190698,1032.0,1035.87,1019.2,1025.06,1703017,48812,1026.956502
2018-04-12,173.39,175.0,173.04,174.14,22889285,151617,174.367087,92.55,94.16,92.43,93.58,26855876,170772,93.510307,1439.5,1452.12,1435.06,1448.5,3135079,65830,1446.599507,302.01,303.95,293.68,294.08,7733769,75565,297.231518,1031.47,1044.65,1026.05,1037.29,1644794,41695,1038.71716
2018-04-13,174.88,175.84,173.85,174.73,25127526,156694,174.861677,94.08,94.18,92.44,93.08,23346663,165773,93.171522,1450.0,1459.7808,1424.52,1430.79,3685369,77111,1441.827063,303.5,303.9499,295.98,300.34,7332323,73287,300.089326,1047.18,1052.98,1030.15,1036.04,1270461,37772,1040.139626
2018-04-16,174.98,176.19,174.8301,175.82,21579320,155498,175.646643,94.02,94.66,93.42,94.17,20289552,142379,94.135524,1445.0,1447.0,1427.48,1441.5,2818891,65082,1438.845873,299.0,299.66,289.01,291.21,6341388,72109,292.260272,1045.9,1051.4295,1033.92,1046.1,1488822,34684,1044.895168
2018-04-17,176.51,178.9365,176.41,178.24,26605711,168081,177.876089,95.0,96.54,94.88,96.07,26771089,176530,96.047519,1463.1,1507.19,1457.0219,1503.83,5114451,104599,1486.473333,288.17,292.17,282.51,287.69,7000163,79486,287.553467,1061.37,1085.0,1057.0901,1079.36,2729209,59019,1076.361537
2018-04-18,177.78,178.82,176.88,177.84,20757396,136339,177.949113,96.2,96.72,95.52,96.44,21048018,145964,96.302593,1515.38,1533.8,1504.11,1527.84,5266413,107906,1523.197769,291.08,300.24,288.16,293.35,6557735,68160,294.662684,1080.42,1082.0,1070.515,1075.39,1556463,45570,1076.638927
2018-04-19,174.83,175.39,172.66,172.8,34822915,230448,173.639715,96.44,97.07,95.34,96.11,23552541,161446,96.087314,1544.99,1568.52,1539.06,1556.91,6523842,129618,1554.538939,291.08,301.01,288.55,300.08,6143809,64057,295.864311,1072.08,1097.51,1069.02,1089.45,1994262,48811,1086.038679
2018-04-20,170.45,171.2184,165.43,165.72,65552591,402201,167.067748,95.9,96.11,94.05,95.0,31154716,172670,94.958522,1559.7,1561.1999,1516.093,1527.49,5541653,114305,1537.94528,295.17,299.98,289.75,290.24,5627928,58124,294.276965,1084.25,1094.75,1072.1,1077.32,2121703,46007,1081.652098
2018-04-23,166.86,166.92,164.09,165.24,36542216,238213,165.586598,95.64,96.29,94.63,95.35,22334015,138788,95.390151,1548.0,1548.0,1503.4103,1517.86,4465446,92790,1526.638634,291.29,291.62,282.33,283.37,4894807,54972,286.176234,1082.98,1088.0,1066.68,1073.81,3479563,94661,1079.120204
2018-04-24,165.75,166.33,161.2201,162.94,33695538,258898,163.622161,96.26,96.47,92.41,93.12,34524799,226936,93.860882,1531.97,1539.5,1448.4475,1460.09,7494721,158741,1476.372514,285.0,287.09,278.46,283.46,5685308,57613,282.769217,1059.2,1064.49,1012.855,1022.64,6411038,133854,1031.224845
2018-04-25,162.62,165.42,162.41,163.65,28381641,204091,164.211935,93.14,93.3,90.28,92.31,33734455,217043,91.850914,1458.0,1469.99,1415.02,1460.17,6587304,136857,1447.875212,283.5,285.16,277.25,280.69,4013574,49050,280.701591,1029.75,1036.07,1017.01,1022.99,2894985,72460,1026.409066
2018-04-26,164.06,165.73,163.37,164.22,27973944,195097,164.422663,93.57,95.15,93.1,94.26,42598038,227835,94.382701,1485.1,1529.42,1478.5,1517.96,8812565,204950,1532.534438,278.75,285.79,276.5,285.48,4356673,49801,282.079947,1034.87,1052.02,1020.45,1043.31,2547070,58063,1040.771054
2018-04-27,164.07,164.33,160.63,162.32,35656149,253204,162.288726,97.5,97.9,93.91,95.82,48272930,301753,95.701119,1633.78,1638.1,1567.386,1572.62,13053420,276952,1596.386832,285.37,294.47,283.83,294.075,4364626,52747,289.769694,1045.54,1051.695,1027.59,1031.45,2037382,50789,1035.660632
2018-04-30,162.19,167.26,161.84,165.26,42429085,264806,165.517753,96.24,96.3964,93.15,93.52,41523605,229654,94.247431,1583.2,1596.0,1560.941,1566.13,5464364,109310,1575.99556,293.61,298.73,292.5,293.9,4228172,51250,295.574894,1034.42,1038.37,1018.3,1018.58,1724675,38958,1024.941918
2018-05-01,166.35,169.2,165.27,169.1,53569474,353863,169.130276,93.21,95.29,92.79,95.0,31409017,209726,94.199608,1562.13,1585.0,1552.18,1582.26,4572091,91379,1571.19918,293.43,300.82,293.22,299.92,4625603,49171,297.057144,1018.19,1041.73,1010.61,1040.75,1766257,48195,1028.339674
2018-05-02,175.25,177.75,173.8,176.57,66851451,437602,176.126868,95.0,95.17,93.19,93.51,27471134,188110,94.016453,1580.98,1588.4992,1566.36,1569.68,4360674,89539,1577.05281,298.68,306.85,297.7844,301.15,8947275,112660,301.187466,1037.05,1043.98,1023.16,1026.05,1734888,43972,1032.530998
2018-05-03,175.68,177.5,174.4411,176.89,34068446,246062,176.100682,93.0,94.925,92.45,94.07,31142548,238268,93.702789,1560.0,1574.8,1546.02,1572.075,4251917,93849,1562.809882,278.8,288.04,275.23,284.45,17357129,216697,280.919902,1025.37,1030.69,1007.89,1026.3,1964499,54565,1020.905562
2018-05-04,178.17,184.25,178.17,183.83,56204195,370771,182.554203,93.37,95.37,92.92,95.16,22531383,165938,94.745049,1562.45,1584.9,1562.19,1580.95,3443567,76205,1578.041481,283.0,296.86,279.52,294.09,8569416,94052,289.321521,1019.61,1051.8792,1018.05,1051.0,1844650,54621,1042.360958
2018-05-07,185.11,187.67,184.75,185.16,42613114,267449,186.2169,95.18,96.71,95.1,96.22,24262669,172194,96.187561,1589.66,1606.949,1587.83,1600.14,3807853,85050,1599.382013,297.5,305.9588,295.17,302.77,8688708,90786,301.296945,1053.89,1065.0,1050.2697,1059.46,1726071,40913,1060.051953
2018-05-08,185.0,186.22,183.665,186.05,28403471,180010,185.284681,95.87,96.16,95.0631,95.81,23484705,158816,95.643806,1593.12,1596.88,1582.51,1592.39,3069764,67832,1590.037232,300.61,307.75,299.0,301.97,5930481,65677,303.495976,1062.74,1065.23,1051.641,1058.59,1304851,35732,1058.063091
2018-05-09,186.58,187.4,185.22,187.36,23211548,161106,186.448204,96.02,96.97,95.05,96.94,27327610,159050,96.349569,1600.0,1608.0,1592.0,1608.0,3640997,74945,1601.866846,300.41,307.01,300.05,306.85,5727365,59425,303.371668,1064.1,1094.0,1062.11,1088.95,2357979,63706,1082.634962
2018-05-10,187.74,190.37,187.65,190.04,27989289,185513,189.359497,97.32,97.95,97.05,97.91,22388119,130886,97.637509,1608.0,1615.6,1603.44,1609.08,2824489,65535,1609.788377,307.54,312.99,304.1119,305.02,5660561,62853,308.121756,1095.0,1109.41,1093.88,1105.47,1820676,50057,1103.043902
2018-05-11,189.55,190.06,187.45,188.59,26314139,157658,188.766628,97.74,97.87,97.04,97.7,16778316,110233,97.508981,1610.0,1611.1,1597.891,1602.91,2264409,51018,1604.163766,307.42,308.88,299.08,301.06,4679732,58630,302.164885,1100.97,1109.01,1097.22,1103.38,1525218,37853,1103.082168
2018-05-14,189.1,189.53,187.86,188.15,20779104,127761,188.632895,97.82,98.69,97.31,98.03,19454129,122043,98.092265,1604.0,1611.18,1600.05,1601.54,2510155,53123,1604.800279,303.32,304.94,291.62,291.97,7287349,83930,297.624573,1105.57,1118.15,1104.8,1106.6,1967037,46076,1111.038889
2018-05-15,186.79,187.07,185.1,186.44,23695264,171235,186.136864,97.48,97.85,96.34,97.32,24594052,155480,97.001809,1587.5,1587.8047,1565.2201,1576.12,5082495,111807,1573.300793,285.0,286.96,280.5,284.18,9521915,110680,283.453677,1098.0,1099.12,1078.78,1084.87,1786926,49204,1087.085989
2018-05-16,186.08,188.46,186.0,188.18,19183064,126071,187.665781,97.27,97.4,96.615,97.15,17429790,108960,97.047001,1577.5,1594.43,1576.67,1587.28,2570582,56921,1586.802322,284.0,288.81,281.56,286.48,5674019,65621,284.946859,1085.09,1094.3825,1081.6301,1084.09,1281406,31228,1087.656085
2018-05-17,188.0,188.91,186.36,186.99,17370387,116034,187.591673,96.76,97.5401,95.83,96.18,17258060,111676,96.569344,1580.0,1594.04,1573.0,1581.76,2148195,55043,1584.305033,285.9,289.1873,283.97,284.54,4420612,50327,286.197398,1081.46,1091.0,1076.42,1081.26,1286927,30692,1083.299332
2018-05-18,187.2,187.8102,186.13,186.31,18298407,116592,186.921078,96.3,96.93,96.01,96.36,17865840,102178,96.496402,1581.23,1583.5903,1572.1,1574.37,2642631,51087,1576.384962,284.65,284.65,274.0,276.82,7311903,93400,278.032793,1066.0,1073.73,1064.68,1069.64,1774149,41901,1069.507215
2018-05-21,187.92,189.27,186.9106,187.63,18402172,129167,188.082767,96.99,98.01,96.8,97.6,19422467,109674,97.536921,1584.83,1592.05,1575.0,1585.46,2925243,54381,1583.662756,281.33,291.49,281.3,284.49,9182571,97918,285.836139,1079.0,1093.3,1078.0,1084.01,1258999,33436,1085.711468
2018-05-22,188.36,188.88,186.78,187.16,15240704,104401,187.561585,97.71,98.17,97.2,97.5,15441189,96179,97.593525,1589.89,1589.89,1575.25,1581.4,2116639,46873,1582.450644,287.88,288.0,273.422,275.01,8946142,107700,277.331536,1089.75,1091.8,1072.26,1075.31,1111299,27892,1079.964279
2018-05-23,186.31,188.5,185.76,188.36,20058415,137623,187.163938,96.68,98.73,96.32,98.66,21251222,130662,97.952037,1571.05,1601.86,1566.34,1601.86,3361907,77838,1587.868328,277.76,279.9099,274.0,279.07,5985551,68534,276.619874,1068.03,1088.0,1066.96,1085.96,1186998,29246,1078.932607
2018-05-24,188.75,188.84,186.21,188.15,23233975,132054,187.877837,98.8,98.94,96.81,98.31,26649368,145636,98.044773,1598.03,1608.24,1588.38,1603.07,3430075,72913,1599.929726,278.4,281.11,274.89,277.85,4206798,44542,277.888067,1086.9,1087.12,1072.3,1085.45,1030194,25635,1082.587963
2018-05-25,188.27,189.65,187.65,188.58,17506468,122855,188.877784,98.3,98.98,97.86,98.36,18367108,119686,98.480791,1603.0,1614.12,1600.4474,1610.15,2720065,65204,1609.867263,277.63,279.64,275.61,278.85,3887626,44253,277.784508,1086.55,1089.57,1082.6,1084.08,1113843,27115,1085.68883
2018-05-29,187.6,188.75,186.87,187.9,22514200,161045,187.691749,97.78,98.88,97.23,98.01,28671081,192769,97.941973,1600.9,1621.79,1600.15,1612.87,3846490,86755,1611.712058,279.0,286.5,276.15,283.76,5666640,59931,282.320422,1076.0,1081.34,1063.08,1068.07,1803805,45428,1069.705407
2018-05-30,187.75,188.0,186.78,187.5,18690665,132234,187.307942,98.43,99.25,97.91,98.95,22158580,145391,98.722962,1616.2,1626.0,1612.93,1624.89,2907357,64669,1621.615873,283.35,295.005,281.6,291.72,7489686,82575,289.335227,1073.48,1078.99,1066.55,1077.47,1434282,34315,1075.314445
2018-05-31,187.2,188.23,186.14,186.87,27482796,151559,187.129048,99.19,99.99,98.61,98.84,34141001,179939,99.088326,1623.5,1635.0,1621.35,1629.62,3166332,69807,1628.707644,287.5,290.37,282.93,284.73,5919721,67783,285.999253,1082.0,1110.0,1078.0,1100.0,3968362,79612,1100.892328
2018-06-01,187.89,190.26,187.75,190.24,23442777,160825,189.515683,99.26,100.86,99.17,100.79,28655674,181744,100.356532,1637.03,1646.7299,1635.09,1641.54,3313385,80101,1641.356396,285.86,291.95,283.839,291.82,5449477,66454,289.291924,1112.87,1138.16,1112.0101,1135.0,3160100,76614,1128.867036
2018-06-04,191.65,193.42,191.35,191.83,26266209,181278,192.23341,101.26,101.86,100.851,101.67,27281913,167920,101.47131,1648.9,1665.68,1645.49,1665.27,3187739,80872,1655.348755,294.34,299.0,293.548,296.74,4797810,59863,296.8414,1138.68,1157.8573,1137.0,1153.04,2237701,59299,1151.153661
2018-06-05,193.11,193.94,192.36,193.31,21669240,149333,193.21199,102.0,102.33,101.53,102.19,23663366,150304,102.040831,1672.87,1699.0,1670.06,1696.35,4790517,114311,1687.00685,297.79,297.8,286.74,291.13,5997822,79004,290.619059,1154.66,1161.0964,1147.46,1151.02,1654256,45926,1153.043151
2018-06-06,193.7,194.08,191.92,193.98,21133620,132990,193.276515,102.5,102.6,101.9,102.49,21125051,131067,102.349594,1705.0,1714.5,1686.47,1695.75,5533217,120424,1698.672444,300.52,322.17,297.48,319.5,18767844,217238,311.330155,1152.77,1154.7139,1136.32,1146.95,1746719,43982,1145.425982
2018-06-07,194.16,194.2,192.335,193.46,21353351,142646,193.322779,102.68,102.69,100.38,100.88,28255402,183248,101.191585,1699.0,1699.9,1676.105,1689.3,3767779,92328,1687.481395,316.15,330.0,313.58,316.09,14353840,154331,321.993068,1144.58,1145.865,1126.12,1134.42,1822025,47468,1133.836584
2018-06-08,191.0,192.0,189.77,191.7,26657414,176202,190.95987,101.0,101.95,100.54,101.63,22166027,142269,101.37755,1682.99,1689.44,1673.01,1683.99,2954645,65625,1683.194847,319.0,324.48,317.15,317.66,8205202,82436,320.00007,1131.21,1138.78,1123.23,1132.71,1364230,37051,1131.71915
2018-06-11,191.45,191.97,190.21,191.23,18308687,132602,191.204392,101.44,101.59,100.67,101.05,23540394,128103,101.127339,1681.51,1694.2436,1680.5923,1689.12,2335484,56476,1690.227248,322.51,334.66,322.5,332.1,13183773,139730,329.897883,1132.94,1147.74,1131.3986,1140.9,1239770,33514,1141.10288
2018-06-12,191.38,192.611,191.15,192.28,16911141,118184,191.803993,101.05,101.4493,100.75,101.31,18325228,127464,101.187845,1693.0,1699.51,1691.5235,1698.75,2259222,52549,1695.931941,345.0,354.97,338.0,342.77,22364778,230677,345.769737,1141.02,1148.75,1141.02,1148.19,1304612,31421,1145.789236
2018-06-13,192.5,192.88,190.44,190.7,21738553,138321,191.56863,101.72,102.01,100.56,100.85,29492875,191916,101.192215,1703.0,1713.75,1700.12,1704.86,3327535,78148,1707.314073,345.67,347.2,339.8,344.78,9469804,99105,344.394915,1150.0,1155.64,1143.38,1144.23,1723174,41735,1149.217087
2018-06-14,191.57,191.57,190.22,190.8,21610214,143598,190.905785,101.61,102.03,101.0,101.42,25692396,164192,101.480026,1713.48,1724.8,1708.87,1723.86,3174420,77183,1718.075241,347.83,358.75,346.6,357.72,10990819,117727,353.933123,1152.21,1165.99,1150.6,1160.11,1771120,48371,1159.159977
2018-06-15,190.15,190.16,188.26,188.84,62014858,210550,189.059478,101.52,101.53,100.07,100.13,65749565,205198,100.621888,1715.4,1720.87,1708.52,1715.97,4777651,81400,1715.94655,354.53,364.67,351.25,358.17,10948474,110090,358.814404,1159.92,1163.9088,1153.69,1159.27,2221891,40914,1158.623367
2018-06-18,187.69,189.22,187.2,188.74,18485025,134391,188.620093,100.09,101.11,99.42,100.86,23626340,159952,100.653491,1704.0,1726.7404,1702.56,1723.79,3107855,68756,1720.479666,355.2,373.73,354.5,370.83,12156526,130809,366.218896,1152.69,1184.13,1151.0,1183.58,1651928,48120,1174.101807
2018-06-19,185.33,186.33,183.45,185.69,33690869,232343,185.287442,99.59,101.0,99.5,100.86,28653087,170590,100.405288,1708.31,1736.11,1700.39,1734.78,4380156,96723,1717.665702,365.16,370.0,346.25,352.55,12761903,141784,355.169613,1170.11,1182.81,1161.61,1178.69,2413568,61991,1173.200988
2018-06-20,186.34,187.2,185.73,186.5,20628959,145670,186.523151,101.15,102.52,101.12,101.87,26180792,172901,101.871036,1742.63,1762.93,1741.36,1750.08,4332747,99817,1752.319842,358.49,364.38,352.0,362.22,8383856,93241,358.326744,1183.04,1201.49,1182.03,1184.07,2584260,68394,1191.850998
2018-06-21,187.43,188.35,184.94,185.46,25842164,157836,186.019066,102.18,102.46,100.88,101.14,23400824,155935,101.403881,1763.0,1763.1,1717.56,1730.22,4952300,125255,1737.952656,362.0,366.2139,346.27,347.51,7970072,97186,352.991916,1185.94,1190.333,1163.48,1169.44,2256167,64236,1173.504545
2018-06-22,185.94,186.15,184.7,184.92,27289655,124482,185.237348,100.52,100.77,99.625,100.41,38923105,167684,100.274528,1742.62,1743.0,1711.9,1715.67,4075174,85234,1723.979953,351.37,352.25,332.0,333.63,10266059,120420,338.117411,1172.89,1175.0,1159.65,1169.29,1711013,41202,1168.069513
2018-06-25,183.4,184.92,180.73,182.17,31664156,241963,182.360061,100.01,100.11,97.3,98.39,35434733,280713,98.478412,1702.8,1705.0,1646.3089,1663.15,7511227,208035,1668.324354,330.26,338.47,327.5,333.01,6931304,89613,332.111956,1155.0,1155.99,1119.9,1139.28,2904231,84746,1134.483405
2018-06-26,182.69,186.53,182.54,184.43,24711950,169650,184.747177,98.8,100.08,98.75,99.08,26897444,169273,99.377526,1672.78,1701.565,1663.34,1691.09,4391751,106500,1685.320155,336.0,343.55,325.799,342.0,7452517,82904,335.225761,1143.05,1146.87,1129.0,1132.62,1738614,49420,1137.113403
2018-06-27,185.25,187.28,184.03,184.16,25285683,179718,185.484829,99.35,100.02,97.4,97.54,31298586,204522,98.680311,1709.0,1711.95,1660.0,1660.51,4872201,122590,1684.586645,345.0,350.79,339.5,344.5,8333727,90606,345.934875,1137.62,1146.21,1116.7,1116.94,1726870,50778,1128.936403
2018-06-28,183.94,186.21,183.8,185.5,17371749,145462,185.150353,97.34,99.11,97.26,98.63,26650871,189442,98.33858,1669.6,1705.5,1661.1738,1701.45,4530186,115019,1685.976166,348.66,357.02,346.11,349.93,8400160,92991,352.630438,1112.39,1134.0,1106.0724,1126.78,1487012,45852,1122.026298
2018-06-29,186.38,187.19,182.91,185.11,22737766,141205,185.876577,98.93,99.91,98.33,98.61,28053214,158588,99.033935,1716.11,1723.41,1694.3156,1699.8,4548508,105378,1709.39012,353.33,353.86,342.41,342.95,6492396,69616,347.626308,1133.99,1141.359,1127.02,1129.19,1578116,36332,1132.851987
2018-07-02,183.68,187.3,183.42,187.18,17731443,137101,186.246982,98.06,100.06,98.0,100.01,19642019,133360,99.269062,1683.87,1713.89,1678.06,1713.78,3185698,80203,1698.871896,360.0,364.78,329.85,335.07,18764265,195543,344.885519,1115.35,1142.99,1106.6,1142.11,1161040,36042,1128.03951
2018-07-03,187.77,187.95,183.54,183.92,13954806,100904,185.846312,100.4,100.63,98.94,99.05,14687396,100459,99.653476,1725.0,1725.0,1692.48,1693.96,2177278,57049,1707.888349,331.75,332.49,309.69,310.86,12282638,145080,319.260064,1149.82,1149.91,1114.43,1116.28,822409,21390,1127.506168
2018-07-05,185.33,186.41,184.28,185.4,16604280,131304,185.483965,99.5,99.92,99.0299,99.76,18977702,132373,99.602543,1705.38,1710.69,1682.1501,1699.73,2983110,76547,1698.696481,313.94,314.39,296.22,309.16,17476374,198122,306.198403,1124.6,1144.14,1123.12,1141.29,1445333,38487,1135.702741
2018-07-06,185.42,188.434,185.2,187.97,17485501,137781,187.357527,99.96,101.43,99.67,101.16,19234652,128529,100.886413,1697.9,1715.268,1691.67,1710.63,2650362,71776,1708.866678,304.5,312.07,302.0,308.9,8865451,92707,307.912327,1141.77,1156.2,1137.24,1155.08,1090967,35246,1151.646124
2018-07-09,189.44,190.68,189.3,190.58,19757436,141807,190.219887,101.55,102.25,101.251,101.85,18211980,109524,101.714037,1724.22,1739.56,1716.23,1739.02,3012071,79938,1728.542464,311.89,318.52,308.0,318.51,7597236,89335,313.413816,1160.0,1167.93,1157.2345,1167.28,1079201,28228,1163.097227
2018-07-10,190.8,191.28,190.1801,190.35,15939179,120126,190.649525,102.06,102.51,101.86,102.12,19293170,137576,102.165709,1741.21,1750.0,1731.0,1743.07,3002908,74275,1741.680837,324.57,327.6771,319.2,322.47,9477814,100119,323.113643,1169.99,1173.5,1162.56,1167.14,1066704,28963,1168.96267
2018-07-11,188.69,189.7799,187.61,187.88,18834933,136557,188.350188,101.2,102.34,101.1,101.98,19644648,127893,101.938915,1738.66,1756.96,1734.0,1755.0,3209836,79733,1748.672919,315.8,321.94,315.07,318.96,4884076,53221,318.46938,1155.62,1180.44,1155.3745,1171.46,1663033,40301,1173.701196
2018-07-12,189.49,191.41,189.31,191.03,18041411,132655,190.671783,102.73,104.41,102.73,104.19,24336329,158439,103.836156,1764.5,1798.0,1762.18,1796.62,4536020,117762,1784.211935,321.45,323.23,312.77,316.71,5721166,72916,316.233254,1174.86,1201.986,1173.1,1201.26,2207436,52726,1194.582038
2018-07-13,191.16,191.84,190.9,191.33,12519792,93741,191.430174,104.25,105.6,104.09,105.43,24653812,151902,105.047845,1804.25,1815.3,1795.225,1813.03,4421728,107973,1808.24265,315.58,319.5849,309.25,318.87,5875770,60943,315.124992,1202.0,1210.44,1195.29,1204.42,1631857,41593,1204.323911
2018-07-16,191.65,192.65,190.415,190.91,15057694,103717,191.25653,105.45,105.82,104.515,104.91,21799839,133011,105.095234,1823.0,1841.95,1814.45,1822.49,5469799,134980,1826.397576,311.71,315.16,306.25,310.1,7818655,83832,309.117212,1203.81,1208.71,1193.4011,1196.51,1347839,38171,1200.091636
2018-07-17,189.75,191.87,189.2,191.45,15535690,119538,190.923557,104.61,106.5,104.32,105.95,25901726,164676,105.637823,1810.7,1851.69,1797.3838,1843.93,5683171,135197,1833.908164,308.81,324.74,308.5,322.69,6996232,88194,317.889783,1182.74,1218.76,1182.0,1213.08,2008133,55523,1206.642927
2018-07-18,191.76,191.8,189.93,190.4,16393438,112845,190.39482,105.94,106.05,104.715,105.12,29493991,184557,105.140007,1848.0,1858.88,1831.27,1842.92,4862908,109037,1843.70109,325.0,325.5,316.25,323.85,5624211,58360,321.980033,1208.73,1221.59,1204.56,1212.91,1947397,48747,1213.858655
2018-07-19,189.79,192.55,189.69,191.88,20578450,137852,191.81006,104.93,105.31,103.89,104.4,40557955,237170,104.709467,1829.46,1841.0,1811.27,1812.97,4701408,113434,1825.75503,316.33,323.54,314.01,320.23,5923891,61502,318.271608,1206.65,1216.48,1197.7344,1199.1,1931909,43736,1202.801394
2018-07-20,191.93,192.43,190.17,191.44,20706630,119867,191.557748,108.15,108.2,106.08,106.27,56038827,295770,106.992016,1827.0,1834.84,1810.06,1813.7,3891570,86600,1822.353922,321.23,323.24,311.7093,313.58,5166547,57243,315.997763,1200.35,1210.765,1196.59,1197.88,1898390,40702,1201.458674
2018-07-23,190.64,191.96,189.56,191.61,16002206,114795,190.921081,106.3,108.14,106.13,107.97,29708883,196794,107.648162,1815.0,1819.0,1769.99,1802.0,3889796,109174,1799.054551,301.86,305.5,292.8601,303.2,11000625,137335,300.288843,1194.81,1215.1,1192.01,1211.0,3273019,95194,1218.989564
2018-07-24,192.2,193.6601,192.05,193.0,18697948,145010,192.842644,108.5,108.82,107.26,107.66,26341959,186041,107.873399,1830.74,1840.0,1809.3829,1829.24,4278723,107019,1826.381947,305.0,307.7171,292.5452,297.43,9605884,110868,298.219809,1269.51,1275.0,1244.14,1258.15,5380032,118701,1261.642038
2018-07-25,193.0,194.85,192.43,194.82,16833419,137928,193.757777,107.98,111.15,107.6,110.83,30802958,206900,109.591934,1829.3,1863.84,1822.64,1863.61,3837627,101171,1843.4753,296.74,309.62,294.5025,308.74,7094570,78937,302.809494,1255.0,1278.24,1249.05,1275.94,2576090,57546,1267.206398
2018-07-26,194.6,195.96,193.61,194.21,19076042,151389,194.713608,110.63,111.0,109.5,109.62,31373382,197637,109.978783,1840.0,1844.68,1804.5,1808.0,9933259,281868,1826.631014,305.5,310.7,303.6411,306.65,4634722,53656,306.474243,1268.14,1287.4,1263.0,1285.5,2735102,71595,1277.411534
2018-07-27,195.0,195.19,190.1,190.98,24024043,195054,192.199659,110.1,110.18,106.14,107.68,37005331,254990,107.936028,1880.0,1880.05,1806.53,1817.27,9697460,232446,1839.166142,307.25,307.6933,295.3404,297.18,5703361,71169,299.73127,1289.12,1291.44,1244.495,1252.89,2418120,69721,1261.696137
2018-07-30,191.9,192.2,189.07,189.91,21029640,171103,190.00887,107.25,107.53,104.76,105.37,34668550,235783,105.666657,1827.33,1829.5,1766.02,1779.22,6562885,173971,1791.110022,296.0,296.1,286.13,290.17,6864072,89816,290.769709,1251.62,1252.89,1224.17,1230.04,2194837,63443,1233.354785
2018-07-31,190.31,192.14,189.34,190.29,39403697,293161,191.71894,106.42,106.72,105.38,106.08,27722406,176923,106.138126,1784.21,1801.83,1739.32,1777.44,5742322,131367,1777.865899,292.27,298.32,289.07,298.14,5083539,60450,295.117641,1232.37,1241.21,1216.19,1227.22,1971716,48813,1229.817414
2018-08-01,199.02,201.76,197.31,201.5,67936395,459456,199.927513,105.8,106.446,105.42,106.28,23629287,165090,106.084519,1784.3,1798.4365,1776.02,1797.17,4153102,97422,1788.405254,296.55,303.0,293.0,300.84,10129430,122540,304.625549,1242.73,1245.9003,1224.94,1232.99,1849740,49817,1235.680751
2018-08-02,200.38,208.38,200.35,207.39,62415360,448715,205.859616,105.25,108.09,104.84,107.57,26116838,176540,107.011217,1788.0,1836.56,1786.0,1834.33,4355341,110908,1816.092575,328.52,349.99,323.16,349.54,23229522,263308,335.982253,1219.69,1244.41,1218.06,1241.13,1735660,46581,1234.054221
2018-08-03,207.05,208.74,205.4803,207.99,33460574,247604,207.335667,107.68,108.05,106.82,108.04,18659599,121098,107.624538,1840.0,1841.0,1821.501,1823.29,3460813,85107,1828.703407,347.75,355.0,342.53,348.17,13656486,173424,349.06804,1245.18,1246.52,1229.42,1238.16,1064745,33446,1236.155366
2018-08-06,207.93,209.25,207.07,209.07,25425420,171201,208.497264,108.0,108.42,107.559,108.13,20266047,101693,108.065333,1827.29,1847.77,1818.92,1847.75,3392029,87909,1836.513958,345.0,354.98,341.82,341.99,8564349,94745,348.791044,1241.61,1242.4616,1230.53,1237.67,1105926,31139,1236.350472
2018-08-07,209.45,209.5,206.76,207.11,25587581,198999,207.593617,108.55,109.1,108.17,108.88,16080474,121075,108.768972,1854.53,1869.72,1846.2673,1862.48,3377527,86995,1859.788664,343.84,387.46,339.1501,379.57,30876809,332458,364.240162,1253.79,1266.08,1251.8,1255.84,2125261,58538,1258.849333
2018-08-08,206.05,207.81,204.52,207.25,22525833,166926,206.798823,109.07,109.75,108.7599,109.49,15487562,107214,109.282396,1861.95,1891.51,1854.5,1886.52,3963048,97459,1880.674034,368.84,382.64,367.12,370.34,24608013,278774,374.104677,1256.72,1271.72,1252.12,1261.33,1718664,41138,1264.793984
2018-08-09,207.5,209.78,207.2,208.88,23493228,162253,209.078071,109.99,110.16,109.6,109.67,13701172,100245,109.877302,1882.39,1914.57,1877.48,1898.52,4860393,120273,1899.976253,365.55,367.01,345.73,352.45,17183938,195136,355.494616,1262.73,1271.9648,1260.1011,1264.46,1366318,36128,1265.794269
