,BTC,ETH,BNB,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
,Return %,Return %,Return %,Return %,Return %,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return
2017-06-21,1.4302328046935837,1.8147235772360724,,2.3146769471986013,,0.9801611284145046,1.0155767175854962,1.0642422915099679,1.2758148440541908,1.0251512841915738
2017-06-22,1.4343961646866672,1.8095702522892507,,2.365415329644491,,0.9785484687118963,1.0154321926505903,1.0632547483999988,1.2968637552698565,1.0230875516479574
2017-06-23,1.4411520028354834,1.8369882855669848,,2.5331577969488586,,0.9829160887397939,1.029162061466674,1.065845721720778,1.29971095098985,1.0330081339769146
2017-06-26,1.3755481889264878,1.6512304470399413,,2.3448017103401217,,0.9798251576431278,1.0193343658930563,1.055481828437662,1.2795094194527539,1.0183420143776114
2017-06-27,1.3994054732823002,1.7908541708900207,,2.340153355755192,,0.9657815793995801,1.0002570744854447,1.0372175902747935,1.2282598964928724,0.9932000950645203
2017-06-28,1.4237790654401394,2.0235055926749705,,2.387061796904762,,0.9798923517974033,1.0087840456449075,1.0516059871996115,1.258324927488517,1.0067348282947344
2017-06-29,1.416174151420677,1.9143787212184975,,2.2875088280520055,,0.9654456086282034,0.9898512791722022,1.0363149971097683,1.2227688761757423,0.9824414487584602
2017-06-30,1.3769630601509297,1.81558612767819,,2.2333006856438335,,0.9677302098735652,0.9962103763080727,1.0278943338172366,1.2256838622700212,0.9739141477914367
2017-07-03,1.408765744141816,1.7677657942789966,,2.233704706922525,,0.964236113851247,0.9852264812552055,1.012667056186101,1.195212089028663,0.9632078804839456
2017-07-05,1.4067271742236782,1.7428638988383403,,2.2464367719456497,,0.9682005689534926,0.9983782503316649,1.0315047064773384,1.108677676253149,0.9766169041175942
2017-07-06,1.4096683335649436,1.7529092265147992,,2.2380775127028807,,0.9590621639720451,0.9910074786514513,1.0248573732855037,1.046785064530435,0.9718294636483932
2017-07-07,1.3538506097296796,1.5825589167320464,,2.10432058408408,,0.9688053163419708,1.0038701978580984,1.0393201014121471,1.061665051686115,0.9855737128728828
2017-07-10,1.2701750777396617,1.39546491948187,,1.8439024712469527,,0.9747184019182015,1.0113854944732183,1.0581258954740307,1.0712573896475213,0.9962485527812327
2017-07-11,1.2650132514378476,1.2881295237669084,,1.6717779693169172,,0.9778765271691429,1.0115300194081243,1.0556411095844311,1.109118313686005,0.998898930108821
2017-07-12,1.282972526772108,1.472425000771981,,1.8422233392181087,,0.9792876044089253,1.0282949118572373,1.068787113564449,1.116914206728844,1.0137012351044032
2017-07-13,1.2706080061074716,1.3681894093540956,,1.816344951479449,,0.992928017726821,1.0372554578214181,1.0625432926110965,1.0962042473846063,1.014947855270344
