date,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
00:00.0,6351.061941,206.8144296,53.32737077,0.459944341,0.075732711,201.59,107.51,1627.8,341.4,1055.73
00:00.0,6415.443409,209.1088766,53.40720748,0.49667129,0.076255497,203.77,107.72,1642.81,341.06,1069.57
00:00.0,6474.84729,219.1608871,55.8287612,0.549978539,0.080897298,209.95,111.96,1755.49,348.16,1108.24
00:00.0,6574.80118,219.0157748,54.24926811,0.539121323,0.078970675,208.49,111.75,1754.91,351.4,1094.63
00:00.0,6490.454731,213.4076344,52.67812212,0.496651479,0.07699584,204.47,109.57,1712.43,350.51,1077.02
00:00.0,6413.782039,210.7906196,52.18620849,0.502568553,0.074665194,,,,,
00:00.0,6429.898792,212.9658279,52.37586696,0.508052976,0.07537447,,,,,
00:00.0,6434.284597,212.4733247,51.62525328,0.50878586,0.076823291,194.17,106.87,1636.85,331.28,1049.36
00:00.0,6411.353436,211.6569092,50.9523619,0.520972685,0.076381278,192.23,106.94,1631.17,338.73,1047.97
00:00.0,6394.289276,208.5822965,50.05774062,0.513351643,0.074125591,186.8,104.97,1599.01,344,1054.58
00:00.0,5788.612494,184.0225594,44.16088393,0.477334078,0.06556044,191.41,107.28,1619.44,348.44,1071.05
00:00.0,5686.541131,182.4482426,44.357494,0.486614088,0.063949438,193.53,108.29,1593.41,354.31,1068.27
00:00.0,5609.956182,176.0224057,42.56261053,0.474831218,0.061398001,,,,,
00:00.0,5599.191596,175.6674164,42.20476585,0.495510037,0.061084635,,,,,
00:00.0,5638.861481,177.7286896,42.37473601,0.513161569,0.062066356,185.86,104.62,1512.29,353.47,1027.42
00:00.0,4889.197859,150.3911628,36.96719189,0.481709708,0.052935798,176.98,101.71,1495.46,347.49,1030.45
00:00.0,4450.711454,131.4766797,33.18095466,0.436569623,0.045370032,176.78,103.11,1516.73,338.19,1043.43
00:00.0,4613.448412,137.1730432,34.84013072,0.449660133,0.048116378,,,,,
00:00.0,4307.388732,126.0663876,31.98518068,0.425897333,0.043888294,172.29,103.07,1502.06,325.83,1030.1
00:00.0,4376.904947,124.1502964,32.46366568,0.4124455,0.044253371,,,,,
00:00.0,3895.836813,114.2879313,29.47329848,0.377212978,0.038722242,,,,,
00:00.0,4039.836551,117.5252775,31.30971063,0.378313185,0.038150369,174.62,106.47,1581.33,346,1055.94
00:00.0,3811.923529,109.4309885,29.89870436,0.359461325,0.036105407,174.24,107.14,1581.42,343.92,1052.28
00:00.0,3832.924516,110.4349436,31.36145284,0.361691441,0.036696162,180.94,111.12,1677.75,347.87,1091.79
00:00.0,4267.243629,122.446425,34.70173012,0.391329242,0.042043285,179.55,110.19,1673.57,341.17,1094.58
00:00.0,4279.475593,117.7053859,33.836247,0.37969823,0.041841985,178.58,110.89,1690.17,350.48,1109.65
00:00.0,4009.68958,113.4028832,32.01189402,0.362500394,0.039059899,,,,,
00:00.0,4189.573823,118.100759,34.20941109,0.372893853,0.041439856,,,,,
00:00.0,4124.593549,115.9442827,33.55967966,0.365815637,0.041502588,184.82,112.09,1772.36,358.49,1116.36
00:00.0,3878.839235,108.6768476,30.94579718,0.349260797,0.038869853,176.69,108.52,1668.4,359.7,1062.47
00:00.0,3943.692812,109.851915,31.04076138,0.351926459,0.0375918,,,,,
00:00.0,3751.691966,102.5110418,29.1600088,0.340029767,0.034462597,174.72,109.19,1699.19,363.06,1078.08
00:00.0,3466.763864,91.10115846,26.5553913,0.30745641,0.030512032,168.49,104.82,1629.13,357.965,1046.58
00:00.0,3408.523617,92.96795017,25.05736402,0.301739016,0.029732206,,,,,
00:00.0,3424.705861,90.6782561,24.37938677,0.304723486,0.030388027,,,,,
00:00.0,3550.546434,93.53012682,25.5006158,0.309820239,0.031334755,169.6,107.59,1641.03,365.15,1053.18
00:00.0,3433.80844,89.85371731,24.16073194,0.299307291,0.029765126,168.63,108.59,1643.24,366.76,1061.65
00:00.0,3378.808778,87.8504107,23.43135004,0.298403135,0.02933815,169.1,109.08,1663.54,366.6,1073.73
00:00.0,3438.100074,89.37790162,24.146039,0.304134643,0.030274979,170.95,109.45,1658.38,376.79,1073.54
00:00.0,3294.636157,85.95872706,23.06488775,0.298562007,0.029065645,165.48,106.03,1591.91,365.71,1051.71
00:00.0,3216.62715,83.78596236,23.36208629,0.287746264,0.028294976,,,,,
00:00.0,3221.976204,83.83358213,23.6428514,0.283748015,0.02769,,,,,
00:00.0,3217.046835,84.4658464,25.38642318,0.285841623,0.028878525,163.94,102.89,1520.91,348.42,1025.65
00:00.0,3506.217013,94.07306838,28.9945109,0.325080692,0.032245559,166.07,103.97,1551.48,337.03,1043.41
00:00.0,3655.775046,100.0500254,29.88097767,0.347560397,0.03455536,160.89,103.69,1495.08,332.97,1035.46
00:00.0,3687.750553,99.49155366,29.08750605,0.34806589,0.034897063,156.83,101.51,1460.83,315.38,1023.58
00:00.0,4065.097238,114.4291837,32.17416719,0.373282842,0.038880259,150.73,98.23,1377.45,319.77,991.25
00:00.0,3846.227498,107.8531811,30.32567382,0.355167683,0.040443056,,,,,
00:00.0,3960.567773,115.0458218,31.32532921,0.358262415,0.041620705,,,,,
00:00.0,3941.61774,129.2065034,33.06947143,0.366798336,0.043796083,146.83,94.13,1343.96,295.39,984.67
00:00.0,4021.990255,138.9578183,32.92424137,0.405202548,0.045302328,,,,,
00:00.0,3759.178427,127.6370725,30.43814972,0.375241446,0.040756837,157.17,100.56,1470.9,326.09,1047.85
00:00.0,3781.613082,129.511374,30.30074189,0.373783351,0.040477487,156.15,101.18,1461.64,316.13,1052.9
00:00.0,3587.70388,114.1013636,27.66536951,0.334843928,0.037244463,156.23,100.39,1478.02,333.87,1046.68
00:00.0,3854.421097,134.0199395,31.63166376,0.369548555,0.040863764,,,,,
00:00.0,3778.19394,138.7542666,31.42981506,0.363589446,0.04063675,,,,,
00:00.0,3809.728229,137.631693,31.32211001,0.364233189,0.042738421,157.74,101.57,1501.97,332.8,1044.96
00:00.0,3692.531566,131.4587247,29.86045711,0.349172923,0.04053718,,,,,
00:00.0,3794.264254,138.1448022,31.42478437,0.360088762,0.041910239,157.92,101.12,1539.13,310.12,1054.68
00:00.0,3872.172184,152.8604527,32.99077514,0.370770356,0.044714509,142.19,97.4,1500.28,300.36,1025.47
00:00.0,3776.525808,146.7305994,31.44275855,0.353942533,0.042006788,148.26,101.93,1575.39,317.69,1078.07
00:00.0,3815.26808,153.0565669,31.9504402,0.355352215,0.043253514,,,,,
00:00.0,3787.307857,153.6518715,34.31080613,0.350772456,0.044203825,,,,,
00:00.0,4013.520091,154.6993084,38.52238548,0.3625507,0.048449481,147.93,102.06,1629.51,334.96,1075.92
00:00.0,3989.668718,149.8986976,37.4695923,0.361809696,0.0473881,150.75,102.8,1656.58,335.35,1085.37
00:00.0,3973.591255,148.1478655,38.94502621,0.362591758,0.047832113,153.31,104.27,1659.42,338.53,1081.65
00:00.0,3982.225913,148.7388799,38.48154616,0.367277988,0.051379342,153.8,103.6,1656.22,344.97,1078.83
00:00.0,3623.847729,126.6247525,33.25910456,0.329016068,0.043960678,152.29,102.8,1640.56,347.26,1064.47
00:00.0,3632.849306,124.6267971,31.60560212,0.327532193,0.0433392,,,,,
00:00.0,3598.436347,123.7593626,31.79941155,0.327120936,0.043068001,,,,,
00:00.0,3495.832311,114.7660458,29.64648255,0.314021294,0.039570683,150,102.05,1617.21,334.4,1051.51
00:00.0,3648.048286,127.4052733,31.74452823,0.331242552,0.04342197,153.07,105.01,1674.56,344.43,1086.51
00:00.0,3567.801243,119.8143732,30.85109402,0.323266503,0.042207065,154.94,105.38,1683.78,346.05,1089.51
00:00.0,3597.647323,122.2455385,31.39381776,0.327257976,0.044124389,155.86,106.12,1693.22,347.31,1099.12
00:00.0,3620.981281,121.9272667,31.4320622,0.326232953,0.044726995,156.82,107.71,1696.2,302.26,1107.3
00:00.0,3597.793252,119.1707392,30.76647333,0.320672171,0.043734277,,,,,
00:00.0,3674.587271,122.9281758,32.07146949,0.32749861,0.045107177,,,,,
00:00.0,3539.167531,117.6078729,30.60787393,0.316918408,0.042919459,,,,,
00:00.0,3531.004183,115.8268643,30.88171923,0.317981188,0.042532993,153.3,105.68,1632.17,298.92,1078.63
00:00.0,3571.266908,117.8171888,31.4282484,0.317670921,0.043256168,153.92,106.71,1640.02,287.59,1084.41
00:00.0,3555.700003,116.4160197,31.6813105,0.314888326,0.042621656,152.7,106.2,1654.93,291.51,1084
00:00.0,3565.642005,116.2454357,32.49477949,0.315709922,0.042706203,157.76,107.17,1670.57,297.04,1101.51
00:00.0,3564.822417,115.1499061,32.68120887,0.313872607,0.04237535,,,,,
00:00.0,3563.614563,115.3371669,32.88424535,0.312732721,0.042400539,,,,,
00:00.0,3553.121681,112.5134892,32.32700019,0.307470667,0.040917522,156.3,105.08,1637.89,296.38,1079.86
00:00.0,3432.215668,105.3523919,30.9322746,0.292859916,0.038450036,154.68,102.94,1593.88,297.46,1070.06
00:00.0,3413.375483,104.5978463,30.83437964,0.286608706,0.03797057,165.25,106.38,1670.43,308.77,1097.99
00:00.0,3457.882649,108.2730947,31.77890533,0.319995126,0.039416122,166.44,104.43,1718.73,307.02,1125.89
00:00.0,3431.943638,106.3359958,31.33371387,0.308474283,0.038157893,166.52,102.78,1626.23,312.21,1118.62
00:00.0,3464.490148,107.0095583,32.83494862,0.306626326,0.038652985,,,,,
00:00.0,3486.581616,108.7781769,33.77245736,0.308301609,0.039022423,,,,,
00:00.0,3454.025844,107.199997,33.52757429,0.30174713,0.03807453,171.25,105.74,1633.31,312.89,1141.42
00:00.0,3464.003509,107.6182454,34.12824898,0.299228087,0.037955208,174.18,107.22,1658.81,321.35,1151.87
00:00.0,3469.894677,107.3170385,34.30563555,0.299167209,0.037962734,174.24,106.03,1640.26,317.22,1122.89
00:00.0,3405.836861,104.6236262,32.86749395,0.289026903,0.036725974,170.94,105.27,1614.37,307.51,1105.91
00:00.0,3394.014653,104.2653644,33.15681381,0.290246382,0.036411891,170.41,105.67,1588.22,305.8,1102.38
00:00.0,3664.282103,119.3336046,43.08645009,0.310426758,0.040731839,,,,,
00:00.0,3667.408264,119.4895552,44.74502708,0.310604129,0.041175679,,,,,
00:00.0,3675.691629,124.8896348,46.79436537,0.307646798,0.042703301,169.43,105.25,1591,312.84,1102.12
00:00.0,3631.44454,120.9702617,42.92494656,0.301530194,0.041643295,170.89,106.89,1638.01,311.81,1127.58
00:00.0,3633.965047,122.5420889,44.08551818,0.303688816,0.041721816,170.18,106.81,1640,308.17,1128.63
00:00.0,3610.062273,122.0941297,41.6349945,0.302816109,0.041045903,170.8,106.9,1622.65,303.77,1129.2
00:00.0,3589.66183,120.592174,41.38353976,0.299648166,0.040372341,170.42,108.22,1607.95,307.88,1119.63
00:00.0,3601.229191,121.5722785,42.44203342,0.300347835,0.040439278,,,,,
00:00.0,3622.591653,122.9386084,43.52824643,0.300203315,0.041004178,,,,,
00:00.0,3665.075531,133.8814696,43.82552348,0.302863246,0.041532949,,,,,
00:00.0,3886.5202,145.3260267,47.65126138,0.319814603,0.045359195,170.93,108.17,1627.58,305.64,1126.51
00:00.0,3915.009971,143.6552342,47.31558846,0.321513327,0.045900893,172.03,107.15,1622.1,302.56,1120.59
00:00.0,3976.808907,148.8684347,51.54260189,0.331449486,0.047322544,171.06,109.41,1619.44,291.23,1104.21
00:00.0,3934.813594,145.2958232,48.78090256,0.320007924,0.044829648,172.97,110.97,1631.56,294.71,1116.56
00:00.0,3973.641323,148.0416503,49.42301635,0.321543679,0.045833681,,,,,
00:00.0,4115.337927,157.6755956,51.32803961,0.331298363,0.048239798,,,,,
00:00.0,3742.868947,134.3160287,43.94585755,0.297176916,0.041981056,174.23,111.59,1633,298.77,1117.33
00:00.0,3824.683504,137.8218665,45.43418279,0.325325121,0.043514534,174.33,112.36,1636.4,297.86,1122.01
00:00.0,3809.209775,135.9978379,44.81267602,0.316383282,0.042860593,174.87,112.17,1641.09,314.74,1122.89
00:00.0,3813.377892,134.8498171,45.08466227,0.310457936,0.043024208,173.15,112.03,1639.83,319.88,1126.55
00:00.0,3815.607608,135.4906838,45.75818202,0.313361361,0.042794004,174.97,112.53,1671.73,294.79,1148.52
00:00.0,3815.75394,134.9547088,47.19205563,0.315127936,0.042910052,,,,,
00:00.0,3819.645731,132.4074266,48.45877709,0.313088042,0.042316276,,,,,
00:00.0,3806.954274,130.5403477,47.83200585,0.311003434,0.042010865,175.85,112.26,1696.17,285.36,1153.42
00:00.0,3712.812457,125.6240825,45.73922459,0.302542839,0.040182275,175.53,111.7,1692.43,276.54,1169.19
00:00.0,3852.461666,136.5502477,52.53040023,0.314467345,0.042803453,174.52,111.75,1668.95,276.24,1164.94
00:00.0,3860.510762,137.3266515,55.43721687,0.314551916,0.04250362,172.5,110.39,1625.95,276.59,1150.85
00:00.0,3871.637248,136.7861423,56.72236455,0.312602818,0.04264896,172.91,110.51,1620.8,284.14,1149.97
00:00.0,3861.879307,133.5416932,55.61576294,0.307457844,0.042376026,,,,,
00:00.0,3941.600873,137.1960003,57.64245535,0.313513009,0.046648731,,,,,
00:00.0,3923.559789,135.6208021,56.82773513,0.313052422,0.045522956,178.9,112.83,1670.62,290.92,1179.26
00:00.0,3860.35923,132.387534,54.80571252,0.308844856,0.047349574,180.91,113.62,1673.1,283.36,1197.25
00:00.0,3876.480853,133.2874256,56.55468768,0.310231701,0.047212018,181.71,114.5,1690.81,288.96,1199.06
00:00.0,3865.817783,131.6683445,55.36679007,0.313169158,0.046196136,183.73,114.59,1686.22,289.96,1192.53
00:00.0,3876.698708,132.1462379,55.90094704,0.310863993,0.047615948,186.12,115.91,1712.36,275.43,1190.3
00:00.0,3925.46058,136.4478648,58.4805818,0.314542292,0.049811873,,,,,
00:00.0,4007.709464,141.0880442,61.19853603,0.318492506,0.051233261,,,,,
00:00.0,3980.990105,138.5506303,60.47724089,0.3151432,0.049687913,188.02,117.57,1742.15,269.49,1188.55
00:00.0,3986.706894,137.6579489,59.24226599,0.314908251,0.050033142,186.53,117.65,1761.85,267.47,1202.46
00:00.0,4013.576969,138.5225167,59.42554998,0.316658034,0.051942873,188.16,117.52,1797.27,273.6,1226.43
00:00.0,4045.572634,139.0759732,60.28307414,0.317424394,0.053288813,195.09,120.22,1819.26,274.02,1236.13
00:00.0,3983.317781,135.0560107,58.66399399,0.310650369,0.052643,191.05,117.05,1764.77,264.53,1207.65
00:00.0,3989.158491,136.099536,59.26735262,0.310546397,0.057768278,,,,,
00:00.0,4008.945386,137.1980687,60.91959692,0.311290158,0.063486563,,,,,
00:00.0,3993.3949,136.057483,59.79457227,0.307910085,0.061118437,188.74,117.66,1774.26,260.42,1197.38
00:00.0,3927.577297,133.81752,58.97261148,0.302686227,0.058637989,186.79,117.91,1783.76,267.77,1189.84
00:00.0,3938.659743,134.0299044,58.58375794,0.30119012,0.06146601,188.47,116.77,1765.7,274.83,1178.01
00:00.0,4036.160918,139.6366066,61.46967911,0.309969326,0.066993016,188.72,116.93,1773.42,278.62,1172.27
00:00.0,4028.391301,137.8119885,60.50860263,0.30695619,0.065585126,189.95,117.94,1780.75,279.86,1176.89
00:00.0,4103.32286,143.1464431,61.39798314,0.307939693,0.071909242,,,,,
00:00.0,4103.856421,142.2896526,60.41276217,0.311000171,0.071813185,,,,,
00:00.0,4103.521739,141.586389,60.51794729,0.309343774,0.069984604,191.24,119.02,1814.19,289.18,1198.98
00:00.0,4146.321928,141.5145552,60.48136651,0.312940273,0.072332133,194.02,119.19,1813.98,285.88,1205.54
00:00.0,4862.230428,164.0505429,77.0078295,0.351873643,0.084634941,195.35,119.97,1820.7,291.81,1210.81
00:00.0,4955.831824,160.4328383,84.77991313,0.341742643,0.090656283,195.69,119.36,1818.86,267.78,1219.45
00:00.0,4899.021554,157.4122258,84.68843264,0.331021978,0.087182808,197,119.89,1837.28,274.96,1211.45
00:00.0,5014.955827,165.1385235,88.3169774,0.362111434,0.090310876,,,,,
00:00.0,5041.869076,165.3251519,92.40964392,0.353476489,0.089869224,,,,,
00:00.0,5176.977884,174.090523,91.66016469,0.359223339,0.090081493,200.1,119.93,1849.86,273.2,1208.28
00:00.0,5266.894776,180.0119236,88.95639807,0.358014325,0.086676103,199.5,119.28,1835.84,272.31,1202.69
00:00.0,5172.175265,175.2941224,86.1417982,0.348685469,0.083365893,200.62,120.19,1847.33,276.06,1206.45
00:00.0,5308.905683,177.3253178,88.29742062,0.354656089,0.089638472,198.95,120.33,1844.07,268.42,1209.59
00:00.0,5047.793162,165.0371068,79.32923549,0.329859984,0.08308743,198.87,120.95,1843.06,267.7,1222.73
00:00.0,5082.465152,164.5719484,78.96172107,0.326728105,0.083134975,,,,,
00:00.0,5072.987191,163.9716003,78.05600051,0.325649272,0.083404015,,,,,
00:00.0,5149.314493,167.6180012,83.10697356,0.328243595,0.084271676,199.23,121.05,1844.87,266.38,1226.53
00:00.0,5039.881017,160.5324908,78.40554723,0.319633453,0.082209391,199.25,120.77,1863.04,273.36,1231.91
00:00.0,5213.598377,166.4845379,80.8957131,0.326340321,0.083306886,203.13,121.77,1864.82,271.23,1240.14
00:00.0,5218.95715,166.3272646,79.03054802,0.334831961,0.08273544,203.86,123.37,1861.69,273.26,1241.47
00:00.0,5274.767013,173.4136278,81.95181211,0.336401506,0.081509429,,,,,
00:00.0,5280.354444,173.2282622,82.35504647,0.331007744,0.079281409,,,,,
00:00.0,5307.689183,173.1662877,81.43319475,0.327647394,0.076203889,,,,,
00:00.0,5311.16484,169.9878893,77.11774367,0.322881362,0.074000074,204.53,123.76,1887.31,262.75,1253.76
00:00.0,5380.93579,171.0434708,76.71712117,0.323456638,0.077731048,207.48,125.44,1923.77,263.9,1270.59
00:00.0,5557.925728,170.9129642,74.7173442,0.321024473,0.0742822,207.16,125.01,1901.75,258.66,1260.05
00:00.0,5452.101753,165.6696601,73.19304656,0.301795121,0.072049677,205.28,129.15,1902.25,247.63,1267.34
00:00.0,5203.088599,153.9304406,71.59651316,0.290039376,0.069329555,204.3,129.89,1950.63,235.14,1277.42
00:00.0,5295.84732,157.3757012,73.27659472,0.299402113,0.069592769,,,,,
00:00.0,5256.977802,158.2891943,71.89170444,0.296795278,0.070205557,,,,,
00:00.0,5257.803249,156.5951891,69.31300748,0.296773284,0.06851306,204.61,129.77,1938.43,241.47,1296.2
00:00.0,5199.755009,154.0802824,67.17771709,0.291808506,0.064263125,200.67,130.6,1926.52,238.69,1198.96
00:00.0,5292.803975,160.7446918,73.72560205,0.306720306,0.069647118,210.52,127.88,1911.52,234.01,1173.32
00:00.0,5354.5868,159.4893144,73.12887276,0.301680964,0.068443573,209.15,126.21,1900.82,244.1,1166.51
00:00.0,5450.70662,160.957188,73.15727705,0.300714776,0.068048675,211.75,128.9,1962.46,255.03,1189.55
00:00.0,5731.4931,166.6321153,78.66627545,0.306138753,0.069361873,,,,,
00:00.0,5803.943309,162.8363169,77.54112812,0.303128567,0.066632796,,,,,
00:00.0,5749.32378,162.370135,75.55518321,0.300561856,0.065680766,208.48,128.15,1950.55,255.34,1193.46
00:00.0,5715.757136,172.8283285,74.64312621,0.301147546,0.066451684,202.86,125.52,1921,247.06,1178.86
00:00.0,5841.053771,170.0958975,74.21684694,0.297903399,0.063882851,202.9,125.51,1917.77,244.84,1170.78
00:00.0,5957.856733,170.1106331,74.12328215,0.299766317,0.06421839,200.72,125.5,1899.87,241.98,1167.97
00:00.0,6168.268996,170.5754942,73.94666112,0.296322718,0.061683513,197.18,127.13,1889.98,239.52,1167.64
00:00.0,6370.233759,172.6820909,77.0062183,0.299614086,0.063242576,,,,,
00:00.0,7258.261281,196.6901677,90.56300855,0.328317311,0.076628151,,,,,
00:00.0,6953.751389,187.2720184,84.46695562,0.30935237,0.069985537,185.72,123.35,1822.68,227.01,1136.59
00:00.0,7805.981649,196.076113,87.62886947,0.324773315,0.072918842,188.66,124.73,1840.12,232.31,1124.86
00:00.0,7990.055554,218.2846097,91.3049012,0.407491033,0.084299251,190.92,126.02,1871.15,231.95,1170.8
00:00.0,8192.223139,248.7450043,102.7802656,0.458996448,0.094907147,190.08,128.93,1907.57,228.33,1184.5
00:00.0,7875.9132,264.9001214,95.56479157,0.419605752,0.088172054,189,128.07,1869,211.03,1168.78
00:00.0,7343.371457,243.5704992,89.67761664,0.388207589,0.083151832,,,,,
00:00.0,7300.655158,235.3272013,87.15399364,0.373725485,0.079275113,,,,,
00:00.0,8168.73069,260.596984,95.36000074,0.41652545,0.086677757,183.09,126.22,1858.97,205.36,1144.66
00:00.0,7976.851713,251.9614995,91.39810381,0.397631114,0.084772631,186.6,126.9,1857.52,205.08,1154.44
00:00.0,7958.365526,256.0830402,91.37524183,0.397765559,0.084504719,182.78,127.67,1859.68,192.73,1155.85
00:00.0,7665.796854,244.549463,88.21450391,0.37508569,0.078129,179.66,126.18,1815.48,195.49,1145.34
00:00.0,7861.812792,244.6460958,88.83902014,0.379831907,0.080138282,178.97,126.24,1823.28,190.63,1138.61
00:00.0,7977.244882,248.5452629,100.2366801,0.382701941,0.080493025,,,,,
00:00.0,8037.627432,250.8203647,102.4431938,0.386310791,0.08020427,,,,,
00:00.0,8631.080578,266.1221821,111.3320966,0.40808037,0.08570334,,,,,
00:00.0,8816.033915,273.4050882,118.6236123,0.436673557,0.091890182,178.23,126.16,1836.43,188.7,1139.56
00:00.0,8726.97811,271.2278672,114.5910822,0.447068004,0.092935662,177.38,124.94,1819.19,189.86,1119.94
00:00.0,8650.677406,268.7857565,114.8635104,0.444211484,0.090934473,178.3,125.73,1816.32,188.22,1121.41
00:00.0,8310.891063,255.3773631,108.5564343,0.423119421,0.08489877,175.07,123.68,1775.07,185.16,1106.5
00:00.0,8575.646353,268.1260392,114.6788214,0.43942584,0.089792946,,,,,
00:00.0,8554.261728,264.7273243,112.4047804,0.429539982,0.090658821,,,,,
00:00.0,8743.705469,269.9388295,114.7639186,0.445941692,0.096378879,173.3,119.84,1692.69,178.97,1038.74
00:00.0,8173.632762,251.7525753,106.7985243,0.425268776,0.088824876,179.64,123.16,1729.56,193.6,1054.49
00:00.0,7683.636261,240.2394337,101.863409,0.400012334,0.082378006,182.54,125.83,1738.5,196.59,1044.64
00:00.0,7812.448855,246.8265691,104.1100147,0.403393523,0.083237266,185.22,127.82,1754.36,205.95,1047.76
00:00.0,7821.123897,249.9679118,112.0709196,0.422371422,0.08386005,190.15,131.4,1804.03,204.5,1068.37
00:00.0,8036.108159,250.6368932,118.2586886,0.423156871,0.085773804,,,,,
00:00.0,7942.539284,244.6298057,118.6948395,0.411545205,0.08430244,,,,,
00:00.0,7668.029628,232.0415842,115.1149354,0.387051361,0.079250541,192.58,132.6,1860.63,212.88,1082.76
00:00.0,8002.729983,247.2522762,129.7507982,0.400943351,0.085448814,194.81,132.1,1863.7,217.1,1081.04
00:00.0,7897.975477,245.0893785,135.8865027,0.392972679,0.087873783,194.19,131.49,1855.32,209.26,1079.1
00:00.0,8145.059098,260.5666341,134.7032168,0.400999891,0.096198761,194.15,132.32,1870.3,213.91,1091.01
00:00.0,8227.625726,255.1204266,131.1534727,0.400896649,0.089834399,192.74,132.45,1869.67,214.92,1086.3
00:00.0,8671.505389,263.9285384,132.0976451,0.404907366,0.090273187,,,,,
00:00.0,8818.609507,268.1121929,137.6773361,0.409932101,0.091514252,,,,,
00:00.0,8978.772588,269.0716935,136.6466312,0.427079846,0.092248501,193.89,132.85,1886.03,225.03,1093.89
00:00.0,9312.868295,273.1236885,133.9626898,0.445518123,0.093138246,198.45,135.16,1901.37,224.74,1105.24
00:00.0,9094.021746,264.7879311,135.7481646,0.428744319,0.089585936,197.87,135.69,1908.79,226.43,1104.51
00:00.0,9285.928674,269.1527998,136.5322781,0.436205547,0.090160743,199.46,136.95,1918.19,219.62,1113.2
00:00.0,9548.314565,272.334691,135.8029017,0.431192459,0.088357588,198.78,136.97,1911.3,221.86,1125.37
00:00.0,10118.35946,294.475623,138.6194779,0.444195434,0.089484939,,,,,
00:00.0,10704.92215,310.6549987,141.8226405,0.475668985,0.094393213,,,,,
00:00.0,10846.1251,307.9472103,137.1361333,0.468810865,0.096525283,198.58,137.78,1913.9,223.64,1116.7
00:00.0,11045.55042,311.068229,135.8568501,0.473578245,0.097686524,195.57,133.43,1878.27,219.76,1087.58
00:00.0,11808.4199,318.6359447,136.4116606,0.469946618,0.096750595,199.8,133.93,1897.83,219.27,1080.32
00:00.0,12996.12434,337.3409578,131.5802422,0.465670987,0.097876579,199.74,134.15,1904.28,222.84,1076.63
00:00.0,11178.683,295.8416529,115.1483045,0.408621436,0.086382254,197.92,133.96,1893.63,223.46,1082.8
00:00.0,12352.19687,309.9490315,119.6398059,0.424197998,0.08904613,,,,,
00:00.0,11972.55567,321.432799,133.9562103,0.42896031,0.090459721,,,,,
00:00.0,10888.09718,292.838876,122.5668431,0.396437489,0.083308284,201.55,135.68,1922.19,227.17,1100
00:00.0,10639.04629,295.2558981,123.1704588,0.407288327,0.083677702,202.73,136.58,1934.31,224.55,1112.6
00:00.0,10822.76418,290.9596721,118.2395857,0.398830334,0.080884854,204.41,137.46,1939,234.9,1122.99
00:00.0,11975.63739,304.1705424,121.7779625,0.407872151,0.082728598,,,,,
00:00.0,11229.60562,285.2194709,120.3834261,0.389542274,0.078905171,204.23,137.06,1942.91,233.1,1132.665
00:00.0,10987.24886,287.9859106,118.4881858,0.379429422,0.076341631,,,,,
00:00.0,11279.47638,289.5771383,118.665648,0.391589516,0.077472585,,,,,
00:00.0,11436.43075,305.3362529,119.8995788,0.395821331,0.079701823,200.02,136.96,1952.32,230.34,1116.79
00:00.0,12260.2827,312.4663688,123.1905823,0.401872942,0.080303583,201.24,136.46,1988.3,230.06,1124.29
00:00.0,12544.16726,307.7796838,119.1856668,0.394683588,0.077953216,203.23,137.85,2017.41,238.92,1140.91
00:00.0,12166.39829,290.0099672,108.4878152,0.363827963,0.071893365,201.75,138.4,2001.07,238.6,1144.08
00:00.0,11385.06049,268.635213,102.2855933,0.332173294,0.065127614,203.3,138.9,2011,245.08,1145.34
00:00.0,11804.56279,275.8092084,105.2257191,0.344769613,0.069545249,,,,,
00:00.0,11418.51186,270.3147612,101.3657094,0.333168088,0.067181824,,,,,
00:00.0,10285.46111,227.1220727,89.43528431,0.30641318,0.059465709,205.21,138.9,2020.99,253.5,1150.51
00:00.0,10911.34516,230.1801941,90.89757367,0.309740953,0.05863966,204.5,137.08,2009.9,252.38,1153.46
00:00.0,9538.827124,199.9405219,80.00788651,0.297860397,0.052113581,203.35,136.27,1992.03,254.86,1146.74
00:00.0,9657.303101,210.8385371,89.78860119,0.310882732,0.054939917,205.66,136.42,1977.9,253.54,1147.24
00:00.0,10636.15573,226.3035343,101.2526725,0.322692326,0.058716376,202.59,136.62,1964.52,258.18,1131.55
00:00.0,10536.56585,221.113741,98.37773578,0.320388963,0.059842566,,,,,
00:00.0,10774.28114,228.9648041,100.6156046,0.334611734,0.063023956,,,,,
00:00.0,10607.46356,226.1534077,99.9373504,0.330939092,0.061312719,207.22,138.43,1985.63,255.68,1139.21
00:00.0,10343.31814,217.6525617,95.23043716,0.322303962,0.059987636,208.84,139.29,1994.49,260.17,1148.05
00:00.0,9936.380762,213.5021516,90.85925439,0.31101459,0.055693226,208.67,140.72,2000.81,264.88,1139.73
00:00.0,9799.306313,217.1977777,94.67965451,0.312081839,0.056397027,207.02,140.19,1973.82,228.82,1135.94
00:00.0,9878.231933,219.487791,93.28917513,0.312973727,0.058352175,207.74,141.34,1943.05,228.04,1245.22
00:00.0,9845.999447,219.5824326,94.32023034,0.322659081,0.06260968,,,,,
00:00.0,9447.678401,206.5317729,88.38895614,0.309491457,0.059851848,,,,,
