date,BTC,ETH,LTC,XRP,ADA,AAPL,MSFT,AMZN,TSLA,GOOGL
7/12/2017,0.332556247,0.007800891,0.053912827,-0.052824655,-0.120143176,0.001834211,-0.003503262,0.006456372,-0.006448318,0.011474553
8/12/2017,-0.085617925,0.035536015,0.22788315,0.129340328,0.05525416,0.000295299,0.020244878,0.001905517,0.012498394,0.004604766
11/12/2017,0.082107375,0.139491976,0.444018356,0.049573036,0.085009975,0.01948397,0.012713878,0.00595525,0.043727985,0.002468124
12/12/2017,0.008383657,0.300275428,0.46858763,0.513977559,0.111556849,-0.005617652,0.004106535,-0.003285084,0.036848986,-0.003041912
13/12/2017,-0.042021976,0.072588185,-0.048706787,0.259897161,0.006008655,0.003319744,-0.002687544,-0.000815395,-0.005864587,0.002498165
14/12/2017,0.020594025,-0.007411571,-0.090465524,0.809534369,0.614950207,-0.000290242,-0.007732865,0.008701777,-0.003362534,0.005782821
15/12/2017,0.066009192,-0.016355978,0.091644867,-0.120756785,0.002871049,0.010161421,0.025504782,0.004155809,0.016455059,0.013740343
18/12/2017,-0.012125787,0.095258526,0.118265911,0.065210178,0.065824379,0.014082888,-0.005411629,0.009701986,-0.013335274,0.012210821
19/12/2017,-0.052838459,0.039936327,-0.014314843,0.020145605,0.080759116,-0.010656388,-0.006367215,-0.002687766,-0.022929147,-0.004893603
20/12/2017,-0.061312147,-0.01998291,-0.127566028,-0.023226441,-0.101371549,-0.001088576,-0.003611791,-0.008219778,-0.006402899,-0.005760433
21/12/2017,-0.041304498,-0.000637375,0.016129715,0.497331868,0.011451089,0.003785489,-0.000233863,-0.002428627,0.008146392,-0.002524312
22/12/2017,-0.138818724,-0.176665382,-0.170146853,-0.045965112,-0.16732528,0,0.000116959,-0.005447921,-0.019477778,-0.001858337
26/12/2017,0.161782017,0.054786092,0.089060081,0.056793231,0.059087847,-0.025369979,-0.001286399,0.007189565,-0.024323493,-0.002816084
27/12/2017,-0.014660025,-0.011811156,-0.07950368,0.187870035,-0.042683557,0.000175881,0.003629977,0.00467385,-0.017807053,-0.005300934
28/12/2017,-0.079715087,-0.036768923,-0.064443633,0.018834655,-0.002448569,0.002813599,0.000116673,0.003248017,0.01193685,-0.004008678
29/12/2017,0.001902053,0.025112091,-0.023496371,0.540978687,0.26962092,-0.010813654,-0.00209986,-0.01402074,-0.012715627,-0.002414887
2/01/2018,0.087154838,0.129896255,0.106681587,0.062840891,0.080694104,0.017904627,0.004793079,0.016708423,0.029484503,0.018805772
3/01/2018,0.017096582,0.098262572,-0.027469285,0.273051249,0.331881113,-0.000174155,0.004653869,0.012775334,-0.010233052,0.017060967
